city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng
Dousman,Dousman,WI,Wisconsin,55133,Waukesha,43.0088,-88.476
Abram,Abram,TX,Texas,48215,Hidalgo,26.2182,-98.4181
Green Level,Green Level,NC,North Carolina,37001,Alamance,36.1233,-79.3461
Shenorock,Shenorock,NY,New York,36119,Westchester,41.3307,-73.7409
Bridgetown,Bridgetown,MS,Mississippi,28033,DeSoto,34.8907,-89.9069
West Belmar,West Belmar,NJ,New Jersey,34025,Monmouth,40.1707,-74.0376
Winnsboro Mills,Winnsboro Mills,SC,South Carolina,45039,Fairfield,34.3561,-81.0709
Campbell,Campbell,FL,Florida,12097,Osceola,28.2603,-81.4525
Fairlawn,Fairlawn,VA,Virginia,51155,Pulaski,37.1476,-80.5567
Amboy,Amboy,IL,Illinois,17103,Lee,41.7288,-89.3686
Antlers,Antlers,OK,Oklahoma,40127,Pushmataha,34.2325,-95.6214
Bethlehem,Bethlehem,WV,West Virginia,54069,Ohio,40.0452,-80.6898
Kershaw,Kershaw,SC,South Carolina,45057,Lancaster,34.5462,-80.5872
Weldon,Weldon,CA,California,6029,Kern,35.6431,-118.3103
Lebanon South,Lebanon South,PA,Pennsylvania,42075,Lebanon,40.328,-76.4066
South Paris,South Paris,ME,Maine,23017,Oxford,44.219,-70.5113
Kiln,Kiln,MS,Mississippi,28045,Hancock,30.4171,-89.4322
Bath,Bath,MI,Michigan,26037,Clinton,42.8202,-84.4546
Petersburg,Petersburg,IN,Indiana,18125,Pike,38.4919,-87.281
Pine Air,Pine Air,FL,Florida,12099,Palm Beach,26.6588,-80.1073
Shawnee Hills,Shawnee Hills,OH,Ohio,39057,Greene,39.6515,-83.7822
Richgrove,Richgrove,CA,California,6107,Tulare,35.7966,-119.1069
Flandreau,Flandreau,SD,South Dakota,46101,Moody,44.0465,-96.5984
La Blanca,La Blanca,TX,Texas,48215,Hidalgo,26.3048,-98.0286
Liberty City,Liberty City,TX,Texas,48183,Gregg,32.4502,-94.9438
Marshfield Hills,Marshfield Hills,MA,Massachusetts,25023,Plymouth,42.1487,-70.7315
La Mesilla,La Mesilla,NM,New Mexico,35039,Rio Arriba,35.9461,-106.0719
Riverview,Riverview,DE,Delaware,10001,Kent,39.0293,-75.5202
Portola,Portola,CA,California,6063,Plumas,39.8241,-120.4733
Coal Creek,Coal Creek,CO,Colorado,8059,Jefferson,39.9071,-105.3799
Panhandle,Panhandle,TX,Texas,48065,Carson,35.346,-101.3804
Hazen,Hazen,ND,North Dakota,38057,Mercer,47.299,-101.626
Anahola,Anahola,HI,Hawaii,15007,Kauai,22.1455,-159.3151
Twain Harte,Twain Harte,CA,California,6109,Tuolumne,38.0384,-120.234
Wilberforce,Wilberforce,OH,Ohio,39057,Greene,39.7151,-83.8848
Ferrum,Ferrum,VA,Virginia,51067,Franklin,36.9313,-80.0149
Nedrow,Nedrow,NY,New York,36067,Onondaga,42.9779,-76.1417
Mascot,Mascot,TN,Tennessee,47093,Knox,36.0673,-83.765
Harrisburg,Harrisburg,AR,Arkansas,5111,Poinsett,35.5637,-90.7216
Churchill,Churchill,OH,Ohio,39155,Trumbull,41.1692,-80.666
Star Valley,Star Valley,AZ,Arizona,4007,Gila,34.2611,-111.2197
Idalou,Idalou,TX,Texas,48303,Lubbock,33.6624,-101.6838
Navassa,Navassa,NC,North Carolina,37019,Brunswick,34.2831,-78.029
Junction City,Junction City,KY,Kentucky,21021,Boyle,37.5854,-84.7903
West Union,West Union,IA,Iowa,19065,Fayette,42.9588,-91.8132
Mason,Mason,TX,Texas,48319,Mason,30.748,-99.2288
Hollandale,Hollandale,MS,Mississippi,28151,Washington,33.1761,-90.8529
Whetstone,Whetstone,AZ,Arizona,4003,Cochise,31.7011,-110.3398
Burley,Burley,WA,Washington,53035,Kitsap,47.4166,-122.6377
Red Lodge,Red Lodge,MT,Montana,30009,Carbon,45.1933,-109.2501
Bronson,Bronson,MI,Michigan,26023,Branch,41.8727,-85.1914
Fowler,Fowler,IN,Indiana,18007,Benton,40.617,-87.3184
Tool,Tool,TX,Texas,48213,Henderson,32.2803,-96.1725
Canton,Canton,MO,Missouri,29111,Lewis,40.1295,-91.5266
Honaunau-Napoopoo,Honaunau-Napoopoo,HI,Hawaii,15001,Hawaii,19.4538,-155.8588
Milton,Milton,LA,Louisiana,22055,Lafayette,30.1122,-92.071
Pequot Lakes,Pequot Lakes,MN,Minnesota,27035,Crow Wing,46.5875,-94.2983
Hull,Hull,IA,Iowa,19167,Sioux,43.1894,-96.1342
Anson,Anson,TX,Texas,48253,Jones,32.755,-99.8962
Bridgeport,Bridgeport,AL,Alabama,1071,Jackson,34.9495,-85.7243
Wrightsville,Wrightsville,PA,Pennsylvania,42133,York,40.0239,-76.5311
Old Saybrook Center,Old Saybrook Center,CT,Connecticut,9007,Middlesex,41.2918,-72.3682
Gibsonia,Gibsonia,PA,Pennsylvania,42003,Allegheny,40.6322,-79.9684
Romoland,Romoland,CA,California,6065,Riverside,33.7648,-117.1572
Terrace Park,Terrace Park,OH,Ohio,39061,Hamilton,39.1585,-84.3112
Salmon Brook,Salmon Brook,CT,Connecticut,9003,Hartford,41.9567,-72.7931
Orchard Hills,Orchard Hills,PA,Pennsylvania,42005,Armstrong,40.5849,-79.5416
Woodland Beach,Woodland Beach,MI,Michigan,26115,Monroe,41.9418,-83.3141
Redington Shores,Redington Shores,FL,Florida,12103,Pinellas,27.8293,-82.8278
Pine Ridge at Crestwood,Pine Ridge at Crestwood,NJ,New Jersey,34029,Ocean,39.9585,-74.3169
Santo Domingo Pueblo,Santo Domingo Pueblo,NM,New Mexico,35043,Sandoval,35.5174,-106.367
Lincoln Park,Lincoln Park,NY,New York,36111,Ulster,41.9559,-74.0016
Arnold,Arnold,CA,California,6009,Calaveras,38.2423,-120.3547
Johnsonburg,Johnsonburg,PA,Pennsylvania,42047,Elk,41.4913,-78.6791
Weedpatch,Weedpatch,CA,California,6029,Kern,35.2369,-118.9123
Clinton,Clinton,MI,Michigan,26091,Lenawee,42.0699,-83.9687
Parsons,Parsons,TN,Tennessee,47039,Decatur,35.6512,-88.1231
Gumlog,Gumlog,GA,Georgia,13119,Franklin,34.4952,-83.0975
Rainier,Rainier,WA,Washington,53067,Thurston,46.8917,-122.6867
Texanna,Texanna,OK,Oklahoma,40091,McIntosh,35.3572,-95.5047
Croswell,Croswell,MI,Michigan,26151,Sanilac,43.2736,-82.6177
Wellston,Wellston,MO,Missouri,29189,St. Louis,38.675,-90.2941
Poth,Poth,TX,Texas,48493,Wilson,29.0726,-98.0809
Oceana,Oceana,WV,West Virginia,54109,Wyoming,37.6927,-81.6324
Slippery Rock University,Slippery Rock University,PA,Pennsylvania,42019,Butler,41.0647,-80.0419
Greenport West,Greenport West,NY,New York,36103,Suffolk,41.1022,-72.3759
Sag Harbor,Sag Harbor,NY,New York,36103,Suffolk,40.997,-72.2892
Ludowici,Ludowici,GA,Georgia,13183,Long,31.7096,-81.7457
Carnation,Carnation,WA,Washington,53033,King,47.6442,-121.9041
Vernonia,Vernonia,OR,Oregon,41009,Columbia,45.8611,-123.1834
Boquerón,Boqueron,PR,Puerto Rico,72023,Cabo Rojo,18.034,-67.1715
Brice Prairie,Brice Prairie,WI,Wisconsin,55063,La Crosse,43.9375,-91.3074
Ina,Ina,IL,Illinois,17081,Jefferson,38.1499,-88.904
Hughesville,Hughesville,MD,Maryland,24017,Charles,38.5376,-76.7748
Brogden,Brogden,NC,North Carolina,37191,Wayne,35.2961,-78.025
Trowbridge Park,Trowbridge Park,MI,Michigan,26103,Marquette,46.5565,-87.4417
East Sonora,East Sonora,CA,California,6109,Tuolumne,37.9777,-120.341
North Spearfish,North Spearfish,SD,South Dakota,46081,Lawrence,44.5123,-103.8955
Denmark,Denmark,WI,Wisconsin,55009,Brown,44.3493,-87.8313
Carlin,Carlin,NV,Nevada,32007,Elko,40.719,-116.108
Alamo,Alamo,TN,Tennessee,47033,Crockett,35.783,-89.1168
Cass City,Cass City,MI,Michigan,26157,Tuscola,43.6007,-83.1767
Tazewell,Tazewell,TN,Tennessee,47025,Claiborne,36.4625,-83.567
Guin,Guin,AL,Alabama,1093,Marion,33.9832,-87.9023
Pablo,Pablo,MT,Montana,30047,Lake,47.6035,-114.1059
Egypt,Egypt,PA,Pennsylvania,42077,Lehigh,40.6858,-75.5334
Redfield,Redfield,SD,South Dakota,46115,Spink,44.8725,-98.5186
Sleepy Hollow,Sleepy Hollow,CA,California,6041,Marin,38.012,-122.5877
Oakhurst,Oakhurst,OK,Oklahoma,40143,Tulsa,36.0828,-96.0641
Geistown,Geistown,PA,Pennsylvania,42021,Cambria,40.2935,-78.8727
Belcourt,Belcourt,ND,North Dakota,38079,Rolette,48.8417,-99.7447
Calabash,Calabash,NC,North Carolina,37019,Brunswick,33.8945,-78.5571
Walton Hills,Walton Hills,OH,Ohio,39035,Cuyahoga,41.3662,-81.5554
Herington,Herington,KS,Kansas,20041,Dickinson,38.6863,-96.8667
Greensboro,Greensboro,AL,Alabama,1065,Hale,32.7014,-87.595
Brinckerhoff,Brinckerhoff,NY,New York,36027,Dutchess,41.5511,-73.8696
Quail Ridge,Quail Ridge,FL,Florida,12101,Pasco,28.3451,-82.5535
Skyline Acres,Skyline Acres,OH,Ohio,39061,Hamilton,39.2276,-84.5665
Mayer,Mayer,MN,Minnesota,27019,Carver,44.8868,-93.8904
Aguas Claras,Aguas Claras,PR,Puerto Rico,72037,Ceiba,18.2447,-65.6662
Clearlake Oaks,Clearlake Oaks,CA,California,6033,Lake,39.0218,-122.6593
Center,Center,CO,Colorado,8109,Saguache,37.7512,-106.1105
Fairdale,Fairdale,PA,Pennsylvania,42059,Greene,39.8901,-79.968
Rangely,Rangely,CO,Colorado,8103,Rio Blanco,40.0861,-108.7794
Fort Polk North,Fort Polk North,LA,Louisiana,22115,Vernon,31.1031,-93.1793
Belmond,Belmond,IA,Iowa,19197,Wright,42.8466,-93.6084
Wilson-Conococheague,Wilson-Conococheague,MD,Maryland,24043,Washington,39.653,-77.8306
Durant,Durant,MS,Mississippi,28051,Holmes,33.0799,-89.8566
Utica,Utica,OH,Ohio,39089,Licking,40.2335,-82.441
Tunica Resorts,Tunica Resorts,MS,Mississippi,28143,Tunica,34.8298,-90.3218
Poplar-Cotton Center,Poplar-Cotton Center,CA,California,6107,Tulare,36.0564,-119.1493
Waterloo,Waterloo,IN,Indiana,18033,DeKalb,41.4328,-85.0347
West Wareham,West Wareham,MA,Massachusetts,25023,Plymouth,41.79,-70.755
Mitchellville,Mitchellville,IA,Iowa,19153,Polk,41.668,-93.3629
Zion,Zion,PA,Pennsylvania,42027,Centre,40.9167,-77.6908
Escatawpa,Escatawpa,MS,Mississippi,28059,Jackson,30.4912,-88.5495
Spencer,Spencer,IN,Indiana,18119,Owen,39.2862,-86.7726
Splendora,Splendora,TX,Texas,48339,Montgomery,30.2324,-95.1616
Ogdensburg,Ogdensburg,NJ,New Jersey,34037,Sussex,41.0769,-74.5973
Oak Hills,Oak Hills,PA,Pennsylvania,42019,Butler,40.8263,-79.9152
Westby,Westby,WI,Wisconsin,55123,Vernon,43.653,-90.8584
Alpha,Alpha,NJ,New Jersey,34041,Warren,40.6598,-75.1571
Four Oaks,Four Oaks,NC,North Carolina,37101,Johnston,35.4454,-78.4164
Westmorland,Westmorland,CA,California,6025,Imperial,33.0389,-115.6223
Oyster Bay Cove,Oyster Bay Cove,NY,New York,36059,Nassau,40.857,-73.5037
Madelia,Madelia,MN,Minnesota,27165,Watonwan,44.0482,-94.4198
Aliceville,Aliceville,AL,Alabama,1107,Pickens,33.1237,-88.1594
Honalo,Honalo,HI,Hawaii,15001,Hawaii,19.5787,-155.902
New Market,New Market,VA,Virginia,51171,Shenandoah,38.6459,-78.6709
Fredonia,Fredonia,WI,Wisconsin,55089,Ozaukee,43.4715,-87.9489
Grove City,Grove City,FL,Florida,12015,Charlotte,26.9071,-82.3258
Watsontown,Watsontown,PA,Pennsylvania,42097,Northumberland,41.085,-76.8646
Janesville,Janesville,MN,Minnesota,27161,Waseca,44.1214,-93.7107
Tompkinsville,Tompkinsville,KY,Kentucky,21171,Monroe,36.7012,-85.6927
Meeker,Meeker,CO,Colorado,8103,Rio Blanco,40.05,-107.8949
Seneca,Seneca,IL,Illinois,17099,LaSalle,41.3207,-88.5889
Aptos Hills-Larkin Valley,Aptos Hills-Larkin Valley,CA,California,6087,Santa Cruz,36.9606,-121.8341
Hunter,Hunter,OH,Ohio,39165,Warren,39.4947,-84.2903
Willamina,Willamina,OR,Oregon,41071,Yamhill,45.0786,-123.4847
Lamoni,Lamoni,IA,Iowa,19053,Decatur,40.6202,-93.9307
Lakeside,Lakeside,MT,Montana,30029,Flathead,48.0182,-114.2274
Los Prados,Los Prados,PR,Puerto Rico,72025,Caguas,18.233,-66.0619
Lineville,Lineville,AL,Alabama,1027,Clay,33.313,-85.7508
Paia,Paia,HI,Hawaii,15009,Maui,20.9062,-156.3678
Keokea,Keokea,HI,Hawaii,15009,Maui,20.7211,-156.3624
Falconer,Falconer,NY,New York,36013,Chautauqua,42.119,-79.1973
Ferdinand,Ferdinand,IN,Indiana,18037,Dubois,38.2269,-86.8631
Lisbon,Lisbon,IA,Iowa,19113,Linn,41.9205,-91.3917
Spring Mount,Spring Mount,PA,Pennsylvania,42091,Montgomery,40.2755,-75.4651
Colstrip,Colstrip,MT,Montana,30087,Rosebud,45.8943,-106.628
Shingletown,Shingletown,CA,California,6089,Shasta,40.5035,-121.86
Fairmount,Fairmount,TN,Tennessee,47065,Hamilton,35.1844,-85.3302
Los Llanos,Los Llanos,PR,Puerto Rico,72043,Coamo,18.0579,-66.4092
Laughlin AFB,Laughlin AFB,TX,Texas,48465,Val Verde,29.3568,-100.7829
Leadville North,Leadville North,CO,Colorado,8065,Lake,39.26,-106.3112
Franklinton,Franklinton,NC,North Carolina,37069,Franklin,36.1011,-78.4523
Vista Center,Vista Center,NJ,New Jersey,34029,Ocean,40.1584,-74.3227
Phoenix,Phoenix,NY,New York,36075,Oswego,43.2316,-76.2961
Lake Hamilton,Lake Hamilton,AR,Arkansas,5051,Garland,34.4269,-93.0887
La Porte City,La Porte City,IA,Iowa,19013,Black Hawk,42.3138,-92.1914
Newtown,Newtown,PA,Pennsylvania,42017,Bucks,40.229,-74.9324
Winsted,Winsted,MN,Minnesota,27085,McLeod,44.9574,-94.0498
Grand Canyon Village,Grand Canyon Village,AZ,Arizona,4005,Coconino,36.0492,-112.1566
York,York,AL,Alabama,1119,Sumter,32.4998,-88.2938
Mulberry,Mulberry,NC,North Carolina,37193,Wilkes,36.2257,-81.1653
East Berwick,East Berwick,PA,Pennsylvania,42079,Luzerne,41.0657,-76.2208
Garfield,Garfield,TX,Texas,48453,Travis,30.1961,-97.5514
Plattsburg,Plattsburg,MO,Missouri,29049,Clinton,39.5644,-94.4615
Chesaning,Chesaning,MI,Michigan,26145,Saginaw,43.1851,-84.12
Royal City,Royal City,WA,Washington,53025,Grant,46.9019,-119.6208
Westbrook Center,Westbrook Center,CT,Connecticut,9007,Middlesex,41.2811,-72.4424
La Fermina,La Fermina,PR,Puerto Rico,72069,Humacao,18.1744,-65.8527
Holden,Holden,MO,Missouri,29101,Johnson,38.7136,-93.9895
West Dennis,West Dennis,MA,Massachusetts,25001,Barnstable,41.6666,-70.1656
Jefferson,Jefferson,MD,Maryland,24021,Frederick,39.3661,-77.5409
Sugarcreek,Sugarcreek,OH,Ohio,39157,Tuscarawas,40.5076,-81.6409
Oakwood,Oakwood,PA,Pennsylvania,42073,Lawrence,41.0112,-80.3793
Buchanan,Buchanan,NY,New York,36119,Westchester,41.2643,-73.9465
Jackson,Jackson,KY,Kentucky,21025,Breathitt,37.5589,-83.3782
Park Falls,Park Falls,WI,Wisconsin,55099,Price,45.9348,-90.4463
North Prairie,North Prairie,WI,Wisconsin,55133,Waukesha,42.9357,-88.4038
Hope,Hope,IN,Indiana,18005,Bartholomew,39.2993,-85.766
Drum Point,Drum Point,MD,Maryland,24009,Calvert,38.3325,-76.4295
Sky Valley,Sky Valley,CA,California,6065,Riverside,33.8912,-116.3551
Uniontown,Uniontown,AL,Alabama,1105,Perry,32.449,-87.4958
Weimar,Weimar,TX,Texas,48089,Colorado,29.7,-96.7773
Guyton,Guyton,GA,Georgia,13103,Effingham,32.3408,-81.4226
Sewall's Point,Sewall's Point,FL,Florida,12085,Martin,27.1971,-80.1982
Centerburg,Centerburg,OH,Ohio,39083,Knox,40.3039,-82.6979
Columbia,Columbia,CA,California,6109,Tuolumne,38.0333,-120.4097
Elwood,Elwood,IL,Illinois,17197,Will,41.4118,-88.1347
Fredonia,Fredonia,KS,Kansas,20205,Wilson,37.5328,-95.8223
Pulaski,Pulaski,NY,New York,36075,Oswego,43.5653,-76.1267
Southworth,Southworth,WA,Washington,53035,Kitsap,47.5126,-122.5298
Brownsville,Brownsville,PA,Pennsylvania,42051,Fayette,40.0188,-79.891
Farmington,Farmington,IL,Illinois,17057,Fulton,40.697,-90.0024
Hennessey,Hennessey,OK,Oklahoma,40073,Kingfisher,36.1056,-97.8989
Mount Pleasant,Mount Pleasant,NC,North Carolina,37025,Cabarrus,35.3771,-80.4497
Dolan Springs,Dolan Springs,AZ,Arizona,4015,Mohave,35.5905,-114.2852
Boron,Boron,CA,California,6029,Kern,35.0164,-117.6659
Union,Union,OR,Oregon,41061,Union,45.2089,-117.8679
North Eagle Butte,North Eagle Butte,SD,South Dakota,46041,Dewey,45.0169,-101.2365
Grenelefe,Grenelefe,FL,Florida,12105,Polk,28.0579,-81.5538
Baldwin,Baldwin,LA,Louisiana,22101,St. Mary,29.8388,-91.5522
Cleona,Cleona,PA,Pennsylvania,42075,Lebanon,40.3385,-76.477
Henderson,Henderson,GA,Georgia,13051,Chatham,32.0103,-81.2656
Lumberton,Lumberton,MS,Mississippi,28073,Lamar,31.0064,-89.4592
Gibbsboro,Gibbsboro,NJ,New Jersey,34007,Camden,39.8332,-74.9657
Woodsfield,Woodsfield,OH,Ohio,39111,Monroe,39.7631,-81.1169
Central,Central,TN,Tennessee,47019,Carter,36.3289,-82.294
Gates Mills,Gates Mills,OH,Ohio,39035,Cuyahoga,41.5316,-81.41
Cape Neddick,Cape Neddick,ME,Maine,23031,York,43.1706,-70.622
Fort Pierre,Fort Pierre,SD,South Dakota,46117,Stanley,44.368,-100.3831
San Felipe Pueblo,San Felipe Pueblo,NM,New Mexico,35043,Sandoval,35.4338,-106.425
Soulsbyville,Soulsbyville,CA,California,6109,Tuolumne,37.9917,-120.2617
Jonesville,Jonesville,NC,North Carolina,37197,Yadkin,36.2336,-80.8351
Jonesville,Jonesville,MI,Michigan,26059,Hillsdale,41.9785,-84.6656
Amelia,Amelia,LA,Louisiana,22101,St. Mary,29.6645,-91.1072
Chesterland,Chesterland,OH,Ohio,39055,Geauga,41.5213,-81.3363
Oak Hill,Oak Hill,FL,Florida,12127,Volusia,28.8784,-80.8351
South Fulton,South Fulton,TN,Tennessee,47131,Obion,36.4931,-88.8835
Eatonville,Eatonville,FL,Florida,12095,Orange,28.6166,-81.3907
Green Meadows,Green Meadows,OH,Ohio,39023,Clark,39.8672,-83.9454
Vincent,Vincent,AL,Alabama,1117,Shelby,33.3848,-86.4086
Magnolia,Magnolia,MS,Mississippi,28113,Pike,31.1619,-90.467
Bridgman,Bridgman,MI,Michigan,26021,Berrien,41.9396,-86.5652
New Llano,New Llano,LA,Louisiana,22115,Vernon,31.097,-93.2767
Wenonah,Wenonah,NJ,New Jersey,34015,Gloucester,39.7913,-75.1486
Hudson,Hudson,MI,Michigan,26091,Lenawee,41.8569,-84.3451
East Quincy,East Quincy,CA,California,6063,Plumas,39.9165,-120.9189
Henry,Henry,IL,Illinois,17123,Marshall,41.1172,-89.3569
Evarts,Evarts,KY,Kentucky,21095,Harlan,36.8644,-83.1926
Sterling,Sterling,KS,Kansas,20159,Rice,38.2094,-98.2063
White River Junction,White River Junction,VT,Vermont,50027,Windsor,43.6496,-72.3239
Holyoke,Holyoke,CO,Colorado,8095,Phillips,40.582,-102.2975
West Terre Haute,West Terre Haute,IN,Indiana,18167,Vigo,39.4638,-87.4506
Hudson Bend,Hudson Bend,TX,Texas,48453,Travis,30.4139,-97.928
Gaylord,Gaylord,MN,Minnesota,27143,Sibley,44.5555,-94.2123
South Pottstown,South Pottstown,PA,Pennsylvania,42029,Chester,40.2367,-75.6599
Elmwood Place,Elmwood Place,OH,Ohio,39061,Hamilton,39.1855,-84.489
Crimora,Crimora,VA,Virginia,51015,Augusta,38.1618,-78.8413
Olimpo,Olimpo,PR,Puerto Rico,72057,Guayama,18.0026,-66.1094
Dry Ridge,Dry Ridge,KY,Kentucky,21081,Grant,38.6837,-84.6006
Liverpool,Liverpool,NY,New York,36067,Onondaga,43.1061,-76.2093
Fox Lake Hills,Fox Lake Hills,IL,Illinois,17097,Lake,42.4128,-88.1271
Lake Village,Lake Village,AR,Arkansas,5017,Chicot,33.3299,-91.2847
North Plains,North Plains,OR,Oregon,41067,Washington,45.5974,-122.9946
Wynnewood,Wynnewood,OK,Oklahoma,40049,Garvin,34.6442,-97.1627
St. George,St. George,SC,South Carolina,45035,Dorchester,33.186,-80.5794
Shinnecock Hills,Shinnecock Hills,NY,New York,36103,Suffolk,40.8878,-72.4554
Windham,Windham,OH,Ohio,39133,Portage,41.2375,-81.0373
Cimarron,Cimarron,KS,Kansas,20069,Gray,37.8097,-100.3454
Long Valley,Long Valley,NJ,New Jersey,34027,Morris,40.7826,-74.7777
Cecil-Bishop,Cecil-Bishop,PA,Pennsylvania,42125,Washington,40.3184,-80.1933
Moorhead,Moorhead,MS,Mississippi,28133,Sunflower,33.4494,-90.5063
Arthur,Arthur,IL,Illinois,17041,Douglas,39.7143,-88.4695
Lavonia,Lavonia,GA,Georgia,13119,Franklin,34.434,-83.1081
Lovettsville,Lovettsville,VA,Virginia,51107,Loudoun,39.2736,-77.6399
De Leon,De Leon,TX,Texas,48093,Comanche,32.1114,-98.5351
Hawley,Hawley,MN,Minnesota,27027,Clay,46.877,-96.318
Madison Center,Madison Center,CT,Connecticut,9009,New Haven,41.2794,-72.6003
Brewster Hill,Brewster Hill,NY,New York,36079,Putnam,41.4228,-73.6069
Valle Vista,Valle Vista,AZ,Arizona,4015,Mohave,35.4109,-113.8627
Ball Ground,Ball Ground,GA,Georgia,13057,Cherokee,34.3426,-84.3634
Monserrate,Monserrate,PR,Puerto Rico,72145,Vega Baja,18.4367,-66.3579
Kingston,Kingston,WA,Washington,53035,Kitsap,47.8014,-122.4989
Palmas del Mar,Palmas del Mar,PR,Puerto Rico,72069,Humacao,18.0924,-65.8005
Corazón,Corazon,PR,Puerto Rico,72057,Guayama,17.994,-66.0832
Fremont,Fremont,IN,Indiana,18151,Steuben,41.728,-84.9396
Waskom,Waskom,TX,Texas,48203,Harrison,32.4766,-94.0646
Blackville,Blackville,SC,South Carolina,45011,Barnwell,33.3552,-81.2835
Fairfield Bay,Fairfield Bay,AR,Arkansas,5141,Van Buren,35.605,-92.2658
Lyons,Lyons,CO,Colorado,8013,Boulder,40.2231,-105.2692
Crystal Lake,Crystal Lake,CT,Connecticut,9013,Tolland,41.9343,-72.3756
Ravensworth,Ravensworth,VA,Virginia,51059,Fairfax,38.8032,-77.2223
Murphys,Murphys,CA,California,6009,Calaveras,38.1447,-120.4348
Lemont,Lemont,PA,Pennsylvania,42027,Centre,40.812,-77.8161
Belleair Bluffs,Belleair Bluffs,FL,Florida,12103,Pinellas,27.9198,-82.8192
Old Brookville,Old Brookville,NY,New York,36059,Nassau,40.8332,-73.604
Chiefland,Chiefland,FL,Florida,12075,Levy,29.4923,-82.8682
Old Orchard,Old Orchard,PA,Pennsylvania,42095,Northampton,40.6575,-75.2609
Arial,Arial,SC,South Carolina,45077,Pickens,34.8462,-82.6404
Lexington,Lexington,OK,Oklahoma,40027,Cleveland,35.0179,-97.3345
Pine Beach,Pine Beach,NJ,New Jersey,34029,Ocean,39.9359,-74.17
Parkwood,Parkwood,CA,California,6039,Madera,36.9293,-120.0482
Pink,Pink,OK,Oklahoma,40125,Pottawatomie,35.2327,-97.1002
Marionville,Marionville,MO,Missouri,29109,Lawrence,37.0021,-93.6362
Ashford,Ashford,AL,Alabama,1069,Houston,31.1858,-85.2359
Glendale,Glendale,OH,Ohio,39061,Hamilton,39.2707,-84.4586
Tullytown,Tullytown,PA,Pennsylvania,42017,Bucks,40.1401,-74.8107
Rio Verde,Rio Verde,AZ,Arizona,4013,Maricopa,33.7278,-111.674
Erwinville,Erwinville,LA,Louisiana,22121,West Baton Rouge,30.5427,-91.3913
Hoschton,Hoschton,GA,Georgia,13157,Jackson,34.0853,-83.7593
Amherst,Amherst,VA,Virginia,51009,Amherst,37.5816,-79.0509
North Conway,North Conway,NH,New Hampshire,33003,Carroll,44.0524,-71.1247
Pierre Part,Pierre Part,LA,Louisiana,22007,Assumption,29.9555,-91.2074
Earle,Earle,AR,Arkansas,5035,Crittenden,35.2734,-90.4642
Spring Grove,Spring Grove,PA,Pennsylvania,42133,York,39.8809,-76.8641
Ranchos de Taos,Ranchos de Taos,NM,New Mexico,35055,Taos,36.3619,-105.6016
East Uniontown,East Uniontown,PA,Pennsylvania,42051,Fayette,39.896,-79.6976
Pine Island Center,Pine Island Center,FL,Florida,12071,Lee,26.6351,-82.1253
Upper Nyack,Upper Nyack,NY,New York,36087,Rockland,41.1143,-73.9057
Croom,Croom,MD,Maryland,24033,Prince George's,38.7458,-76.7555
Cibecue,Cibecue,AZ,Arizona,4017,Navajo,34.0333,-110.4854
Boles Acres,Boles Acres,NM,New Mexico,35035,Otero,32.8196,-105.9782
Polo,Polo,IL,Illinois,17141,Ogle,41.9847,-89.579
Newkirk,Newkirk,OK,Oklahoma,40071,Kay,36.8816,-97.0554
Lakeshore,Lakeshore,LA,Louisiana,22073,Ouachita,32.535,-92.0328
Creston,Creston,OH,Ohio,39169,Wayne,40.9769,-81.8998
Cordova,Cordova,AK,Alaska,2261,Valdez-Cordova,60.5348,-145.6092
Wells,Wells,MN,Minnesota,27043,Faribault,43.7432,-93.7278
South Fallsburg,South Fallsburg,NY,New York,36105,Sullivan,41.7218,-74.635
Kearny,Kearny,AZ,Arizona,4021,Pinal,33.0564,-110.9074
Cheney,Cheney,KS,Kansas,20173,Sedgwick,37.6353,-97.7797
Schofield,Schofield,WI,Wisconsin,55073,Marathon,44.9149,-89.6148
Jellico,Jellico,TN,Tennessee,47013,Campbell,36.5651,-84.1355
Adamsville,Adamsville,TN,Tennessee,47109,McNairy,35.2563,-88.3862
Pymatuning Central,Pymatuning Central,PA,Pennsylvania,42039,Crawford,41.5855,-80.4795
Shiner,Shiner,TX,Texas,48285,Lavaca,29.4332,-97.1734
Whitney,Whitney,TX,Texas,48217,Hill,31.952,-97.3192
Bethel Island,Bethel Island,CA,California,6013,Contra Costa,38.0288,-121.6404
Chinchilla,Chinchilla,PA,Pennsylvania,42069,Lackawanna,41.4846,-75.666
Spencerville,Spencerville,OH,Ohio,39003,Allen,40.7079,-84.3526
Corralitos,Corralitos,CA,California,6087,Santa Cruz,36.9941,-121.7892
Rockwell,Rockwell,NC,North Carolina,37159,Rowan,35.5538,-80.4072
Eagle,Eagle,WI,Wisconsin,55133,Waukesha,42.879,-88.4697
Spiro,Spiro,OK,Oklahoma,40079,Le Flore,35.2412,-94.623
Messiah College,Messiah College,PA,Pennsylvania,42041,Cumberland,40.1576,-76.984
Gassville,Gassville,AR,Arkansas,5005,Baxter,36.285,-92.4868
Patton Village,Patton Village,TX,Texas,48339,Montgomery,30.1954,-95.1643
Penndel,Penndel,PA,Pennsylvania,42017,Bucks,40.1552,-74.9147
Union City,Union City,OK,Oklahoma,40017,Canadian,35.4015,-97.9047
